image,PSNR,SSIM
baby_GT.bmp,32.00816158105355,0.9999947442713739
bird_GT.bmp,30.12161553653218,0.9985527832953391
butterfly_GT.bmp,22.26970698440607,0.988959183140851
head_GT.bmp,30.630135346052715,0.9998998182167398
woman_GT.bmp,20.631472998606583,0.9809363070082616
Mean,27.132218489330217,0.9936685671865131
